month_year,vehicle_class,ev_sales_quantity
2017-05,Three Wheeler (Passenger),31
2017-05,Three Wheeler (Personal),1
2017-05,Tow Truck,0
2017-05,Tower Wagon,0
2017-05,Tractor (Commercial),3
2017-05,Tractor-Trolley(Commercial),0
2017-05,Trailer (Agricultural),8
2017-05,Trailer (Commercial),18
2017-05,Trailer For Personal Use,0
2017-05,Tree Trimming Vehicle,0
2017-05,Vehicle Fitted With Compressor,0
2017-05,Vehicle Fitted With Generator,0
2017-05,Vehicle Fitted With Rig,0
2017-06,Adapted Vehicle,0
2017-06,Agricultural Tractor,2
2017-06,Ambulance,0
2017-06,Animal Ambulance,0
2017-06,Articulated Vehicle,0
2017-06,Auxiliary Trailer,0
2017-06,Breakdown Van,0
2017-06,Bus,1
2017-06,Camper Van / Trailer,0
2017-06,Camper Van / Trailer (Private Use),0
2017-06,Cash Van,0
2017-06,Construction Equipment Vehicle,29
2017-06,Construction Equipment Vehicle (Commercial),0
2017-06,Crane Mounted Vehicle,0
2017-06,Dumper,0
2017-06,E-Rickshaw With Cart (G),107
2017-06,E-Rickshaw(P),7051
2017-06,Earth Moving Equipment,0
2017-06,Educational Institution Bus,0
2017-06,Excavator (Commercial),0
2017-06,Excavator (Nt),0
2017-06,Fire Fighting Vehicle,0
2017-06,Fire Tenders,0
2017-06,Fork Lift,0
2017-06,Goods Carrier,45
2017-06,Harvester,0
2017-06,Hearses,0
2017-06,Library Van,0
2017-06,Luxury Cab,0
2017-06,M-Cycle/Scooter,137
2017-06,M-Cycle/Scooter-With Side Car,0
2017-06,Maxi Cab,0
2017-06,Mobile Canteen,0
2017-06,Mobile Clinic,0
2017-06,Mobile Workshop,0
2017-06,Moped,0
2017-06,Motor Cab,0
2017-06,Motor Car,73
2017-06,Motor Cycle/Scooter-Sidecar(T),0
2017-06,Motor Cycle/Scooter-Used For Hire,0
2017-06,Motorised Cycle (Cc > 25Cc),0
2017-06,Omni Bus,0
2017-06,Omni Bus (Private Use),0
2017-06,Power Tiller,0
2017-06,Power Tiller (Commercial),0
2017-06,Private Service Vehicle,0
2017-06,Private Service Vehicle (Individual Use),0
2017-06,Recovery Vehicle,0
2017-06,Road Roller,0
2017-06,Three Wheeler (Goods),1
2017-06,Three Wheeler (Passenger),34
2017-06,Three Wheeler (Personal),2
2017-06,Tow Truck,0
2017-06,Tower Wagon,0
2017-06,Tractor (Commercial),1
2017-06,Tractor-Trolley(Commercial),0
2017-06,Trailer (Agricultural),4
2017-06,Trailer (Commercial),22
2017-06,Trailer For Personal Use,0
2017-06,Tree Trimming Vehicle,0
2017-06,Vehicle Fitted With Compressor,0
2017-06,Vehicle Fitted With Generator,0
2017-06,Vehicle Fitted With Rig,0
2017-07,Adapted Vehicle,0
2017-07,Agricultural Tractor,1
2017-07,Ambulance,0
2017-07,Articulated Vehicle,0
2017-07,Auxiliary Trailer,0
2017-07,Breakdown Van,0
2017-07,Bus,0
2017-07,Camper Van / Trailer,0
2017-07,Camper Van / Trailer (Private Use),0
2017-07,Cash Van,0
2017-07,Construction Equipment Vehicle,18
2017-07,Construction Equipment Vehicle (Commercial),0
2017-07,Crane Mounted Vehicle,1
2017-07,Dumper,0
2017-07,E-Rickshaw With Cart (G),106
2017-07,E-Rickshaw(P),8650
2017-07,Earth Moving Equipment,0
2017-07,Educational Institution Bus,0
2017-07,Excavator (Commercial),0
2017-07,Excavator (Nt),0
2017-07,Fire Fighting Vehicle,0
2017-07,Fire Tenders,0
2017-07,Fork Lift,0
2017-07,Goods Carrier,38
2017-07,Harvester,0
2017-07,Hearses,0
2017-07,Library Van,0
2017-07,Luxury Cab,0
2017-07,M-Cycle/Scooter,114
2017-07,M-Cycle/Scooter-With Side Car,0
2017-07,Maxi Cab,0
2017-07,Mobile Clinic,0
2017-07,Mobile Workshop,0
2017-07,Moped,1
2017-07,Motor Cab,0
2017-07,Motor Car,62
2017-07,Motor Cycle/Scooter-Sidecar(T),0
2017-07,Motor Cycle/Scooter-Used For Hire,0
2017-07,Motorised Cycle (Cc > 25Cc),1
2017-07,Omni Bus,0
2017-07,Omni Bus (Private Use),0
2017-07,Power Tiller,0
2017-07,Power Tiller (Commercial),0
2017-07,Private Service Vehicle,0
2017-07,Private Service Vehicle (Individual Use),0
2017-07,Recovery Vehicle,0
2017-07,Road Roller,0
2017-07,Three Wheeler (Goods),3
2017-07,Three Wheeler (Passenger),32
2017-07,Three Wheeler (Personal),1
2017-07,Tow Truck,0
2017-07,Tower Wagon,0
2017-07,Tractor (Commercial),3
2017-07,Tractor-Trolley(Commercial),0
2017-07,Trailer (Agricultural),10
2017-07,Trailer (Commercial),6
2017-07,Trailer For Personal Use,0
2017-07,Vehicle Fitted With Compressor,0
2017-07,Vehicle Fitted With Generator,0
2017-07,Vehicle Fitted With Rig,0
2017-08,Adapted Vehicle,0
2017-08,Agricultural Tractor,0
2017-08,Ambulance,0
2017-08,Animal Ambulance,0
2017-08,Articulated Vehicle,0
2017-08,Auxiliary Trailer,0
2017-08,Breakdown Van,0
2017-08,Bus,0
2017-08,Camper Van / Trailer,0
2017-08,Camper Van / Trailer (Private Use),0
2017-08,Cash Van,0
2017-08,Construction Equipment Vehicle,10
2017-08,Construction Equipment Vehicle (Commercial),0
2017-08,Crane Mounted Vehicle,0
2017-08,Dumper,0
2017-08,E-Rickshaw With Cart (G),88
2017-08,E-Rickshaw(P),8800
2017-08,Earth Moving Equipment,0
2017-08,Educational Institution Bus,0
2017-08,Excavator (Commercial),0
2017-08,Excavator (Nt),0
2017-08,Fire Fighting Vehicle,0
2017-08,Fire Tenders,0
2017-08,Fork Lift,0
2017-08,Goods Carrier,38
2017-08,Harvester,0
2017-08,Hearses,0
2017-08,Library Van,0
2017-08,Luxury Cab,0
2017-08,M-Cycle/Scooter,92
2017-08,M-Cycle/Scooter-With Side Car,0
2017-08,Maxi Cab,6
2017-08,Mobile Canteen,0
2017-08,Mobile Clinic,0
2017-08,Mobile Workshop,0
2017-08,Moped,5
2017-08,Motor Cab,7
2017-08,Motor Car,80
2017-08,Motor Cycle/Scooter-Sidecar(T),0
2017-08,Motor Cycle/Scooter-Used For Hire,0
2017-08,Motorised Cycle (Cc > 25Cc),2
2017-08,Omni Bus,0
2017-08,Omni Bus (Private Use),0
2017-08,Power Tiller,0
2017-08,Power Tiller (Commercial),0
2017-08,Private Service Vehicle,0
2017-08,Private Service Vehicle (Individual Use),0
2017-08,Recovery Vehicle,0
2017-08,Road Roller,0
2017-08,Snorked Ladders,0
2017-08,Three Wheeler (Goods),1
2017-08,Three Wheeler (Passenger),32
2017-08,Three Wheeler (Personal),2
2017-08,Tow Truck,0
2017-08,Tower Wagon,0
2017-08,Tractor (Commercial),0
2017-08,Tractor-Trolley(Commercial),0
2017-08,Trailer (Agricultural),2
2017-08,Trailer (Commercial),4
2017-08,Trailer For Personal Use,0
2017-08,Vehicle Fitted With Compressor,0
2017-08,Vehicle Fitted With Generator,0
2017-08,Vehicle Fitted With Rig,0
2017-09,Adapted Vehicle,0
2017-09,Agricultural Tractor,2
2017-09,Ambulance,0
2017-09,Animal Ambulance,0
2017-09,Articulated Vehicle,0
2017-09,Auxiliary Trailer,0
2017-09,Breakdown Van,0
2017-09,Bus,0
2017-09,Camper Van / Trailer,0
2017-09,Camper Van / Trailer (Private Use),0
2017-09,Cash Van,0
2017-09,Construction Equipment Vehicle,6
2017-09,Construction Equipment Vehicle (Commercial),0
2017-09,Crane Mounted Vehicle,0
2017-09,Dumper,0
2017-09,E-Rickshaw With Cart (G),81
2017-09,E-Rickshaw(P),7293
2017-09,Earth Moving Equipment,0
2017-09,Educational Institution Bus,0
2017-09,Excavator (Commercial),0
2017-09,Excavator (Nt),0
2017-09,Fire Fighting Vehicle,0
2017-09,Fire Tenders,0
2017-09,Fork Lift,19
2017-09,Goods Carrier,61
2017-09,Harvester,0
2017-09,Hearses,0
2017-09,Library Van,0
2017-09,Luxury Cab,0
2017-09,M-Cycle/Scooter,100
2017-09,M-Cycle/Scooter-With Side Car,1
2017-09,Maxi Cab,0
2017-09,Mobile Canteen,0
2017-09,Mobile Clinic,0
2017-09,Mobile Workshop,0
2017-09,Moped,8
2017-09,Motor Cab,8
2017-09,Motor Car,80
2017-09,Motor Cycle/Scooter-Sidecar(T),0
2017-09,Motor Cycle/Scooter-Used For Hire,0
2017-09,Motorised Cycle (Cc > 25Cc),0
2017-09,Omni Bus,0
2017-09,Omni Bus (Private Use),0
2017-09,Power Tiller,0
2017-09,Power Tiller (Commercial),0
2017-09,Private Service Vehicle,0
2017-09,Private Service Vehicle (Individual Use),0
2017-09,Recovery Vehicle,0
2017-09,Road Roller,0
2017-09,Three Wheeler (Goods),26
2017-09,Three Wheeler (Passenger),27
2017-09,Three Wheeler (Personal),1
2017-09,Tow Truck,0
2017-09,Tower Wagon,0
2017-09,Tractor (Commercial),2
2017-09,Tractor-Trolley(Commercial),0
2017-09,Trailer (Agricultural),6
2017-09,Trailer (Commercial),14
2017-09,Trailer For Personal Use,0
2017-09,Vehicle Fitted With Compressor,0
2017-09,Vehicle Fitted With Generator,0
2017-09,Vehicle Fitted With Rig,0
2017-10,Adapted Vehicle,0
2017-10,Agricultural Tractor,2
2017-10,Ambulance,0
2017-10,Articulated Vehicle,0
2017-10,Auxiliary Trailer,0
2017-10,Breakdown Van,0
2017-10,Bus,0
2017-10,Camper Van / Trailer,0
2017-10,Camper Van / Trailer (Private Use),0
2017-10,Cash Van,0
2017-10,Construction Equipment Vehicle,14
2017-10,Construction Equipment Vehicle (Commercial),0
2017-10,Crane Mounted Vehicle,0
2017-10,Dumper,0
2017-10,E-Rickshaw With Cart (G),96
2017-10,E-Rickshaw(P),7109
2017-10,Earth Moving Equipment,0
2017-10,Educational Institution Bus,0
2017-10,Excavator (Commercial),0
2017-10,Excavator (Nt),0
2017-10,Fire Fighting Vehicle,0
2017-10,Fire Tenders,0
2017-10,Fork Lift,1
2017-10,Goods Carrier,58
2017-10,Harvester,0
2017-10,Hearses,0
2017-10,Library Van,0
2017-10,Luxury Cab,0
2017-10,M-Cycle/Scooter,153
2017-10,M-Cycle/Scooter-With Side Car,0
2017-10,Maxi Cab,1
2017-10,Mobile Clinic,0
2017-10,Mobile Workshop,0
2017-10,Moped,7
2017-10,Motor Cab,28
2017-10,Motor Car,98
2017-10,Motor Cycle/Scooter-Sidecar(T),0
2017-10,Motor Cycle/Scooter-Used For Hire,0
2017-10,Motorised Cycle (Cc > 25Cc),0
2017-10,Omni Bus,0
2017-10,Omni Bus (Private Use),0
2017-10,Power Tiller (Commercial),0
2017-10,Private Service Vehicle,0
2017-10,Private Service Vehicle (Individual Use),0
2017-10,Recovery Vehicle,0
2017-10,Road Roller,0
2017-10,Three Wheeler (Goods),8
2017-10,Three Wheeler (Passenger),58
2017-10,Three Wheeler (Personal),0
2017-10,Tow Truck,0
2017-10,Tower Wagon,0
2017-10,Tractor (Commercial),0
2017-10,Tractor-Trolley(Commercial),0
2017-10,Trailer (Agricultural),5
2017-10,Trailer (Commercial),22
2017-10,Trailer For Personal Use,0
2017-10,Tree Trimming Vehicle,0
2017-10,Vehicle Fitted With Compressor,0
2017-10,Vehicle Fitted With Generator,0
2017-10,Vehicle Fitted With Rig,0
2017-10,X-Ray Van,0
2017-11,Adapted Vehicle,0
2017-11,Agricultural Tractor,0
2017-11,Ambulance,0
2017-11,Animal Ambulance,0
2017-11,Articulated Vehicle,0
2017-11,Auxiliary Trailer,0
2017-11,Breakdown Van,0
2017-11,Bus,11
2017-11,Camper Van / Trailer,0
2017-11,Camper Van / Trailer (Private Use),0
2017-11,Cash Van,0
2017-11,Construction Equipment Vehicle,30
2017-11,Construction Equipment Vehicle (Commercial),0
2017-11,Crane Mounted Vehicle,0
2017-11,Dumper,0
2017-11,E-Rickshaw With Cart (G),164
2017-11,E-Rickshaw(P),9421
2017-11,Earth Moving Equipment,0
2017-11,Educational Institution Bus,0
2017-11,Excavator (Commercial),0
2017-11,Excavator (Nt),0
2017-11,Fire Fighting Vehicle,0
2017-11,Fire Tenders,0
2017-11,Fork Lift,0
2017-11,Goods Carrier,85
2017-11,Harvester,0
2017-11,Hearses,0
2017-11,Library Van,0
2017-11,Luxury Cab,0
2017-11,M-Cycle/Scooter,192
2017-11,M-Cycle/Scooter-With Side Car,0
2017-11,Maxi Cab,9
2017-11,Mobile Canteen,0
2017-11,Mobile Clinic,0
2017-11,Mobile Workshop,0
2017-11,Moped,20
2017-11,Motor Cab,23
2017-11,Motor Car,59
2017-11,Motor Cycle/Scooter-Sidecar(T),0
2017-11,Motor Cycle/Scooter-Used For Hire,0
2017-11,Motorised Cycle (Cc > 25Cc),2
2017-11,Omni Bus,1
2017-11,Omni Bus (Private Use),0
2017-11,Power Tiller (Commercial),0
2017-11,Private Service Vehicle,0
2017-11,Private Service Vehicle (Individual Use),0
2017-11,Recovery Vehicle,0
2017-11,Road Roller,0
2017-11,Three Wheeler (Goods),7
2017-11,Three Wheeler (Passenger),52
2017-11,Three Wheeler (Personal),2
2017-11,Tow Truck,0
2017-11,Tower Wagon,0
2017-11,Tractor (Commercial),0
2017-11,Tractor-Trolley(Commercial),0
2017-11,Trailer (Agricultural),5
2017-11,Trailer (Commercial),4
2017-11,Trailer For Personal Use,0
2017-11,Tree Trimming Vehicle,0
2017-11,Vehicle Fitted With Compressor,0
2017-11,Vehicle Fitted With Generator,0
2017-11,Vehicle Fitted With Rig,0
2017-12,Adapted Vehicle,0
2017-12,Agricultural Tractor,0
2017-12,Ambulance,0
2017-12,Articulated Vehicle,0
2017-12,Auxiliary Trailer,0
2017-12,Breakdown Van,0
2017-12,Bus,0
2017-12,Camper Van / Trailer,0
2017-12,Camper Van / Trailer (Private Use),0
2017-12,Cash Van,0
2017-12,Construction Equipment Vehicle,19
2017-12,Construction Equipment Vehicle (Commercial),0
2017-12,Crane Mounted Vehicle,0
2017-12,Dumper,0
2017-12,E-Rickshaw With Cart (G),171
2017-12,E-Rickshaw(P),8500
2017-12,Earth Moving Equipment,0
2017-12,Educational Institution Bus,0
2017-12,Excavator (Commercial),0
2017-12,Excavator (Nt),0
2017-12,Fire Fighting Vehicle,0
2017-12,Fire Tenders,0
2017-12,Fork Lift,0
2017-12,Goods Carrier,88
2017-12,Harvester,0
2017-12,Hearses,0
2017-12,Library Van,0
2017-12,Luxury Cab,0
2017-12,M-Cycle/Scooter,176
2017-12,M-Cycle/Scooter-With Side Car,1
2017-12,Maxi Cab,3
2017-12,Mobile Canteen,0
2017-12,Mobile Clinic,0
2017-12,Mobile Workshop,0
2017-12,Moped,7
2017-12,Motor Cab,22
2017-12,Motor Car,55
2017-12,Motor Cycle/Scooter-Sidecar(T),0
2017-12,Motor Cycle/Scooter-Used For Hire,3
2017-12,Motorised Cycle (Cc > 25Cc),2
2017-12,Omni Bus,2
2017-12,Omni Bus (Private Use),0
2017-12,Power Tiller,0
2017-12,Power Tiller (Commercial),0
2017-12,Private Service Vehicle,0
2017-12,Private Service Vehicle (Individual Use),0
2017-12,Recovery Vehicle,0
2017-12,Road Roller,0
2017-12,Three Wheeler (Goods),14
2017-12,Three Wheeler (Passenger),40
2017-12,Three Wheeler (Personal),3
2017-12,Tow Truck,0
2017-12,Tractor (Commercial),0
2017-12,Tractor-Trolley(Commercial),0
2017-12,Trailer (Agricultural),4
2017-12,Trailer (Commercial),5
2017-12,Trailer For Personal Use,0
2017-12,Vehicle Fitted With Compressor,0
2017-12,Vehicle Fitted With Generator,0
2017-12,Vehicle Fitted With Rig,0
2018-01,Adapted Vehicle,0
2018-01,Agricultural Tractor,2
2018-01,Ambulance,0
2018-01,Animal Ambulance,0
2018-01,Articulated Vehicle,0
2018-01,Auxiliary Trailer,0
2018-01,Breakdown Van,0
2018-01,Bus,0
2018-01,Camper Van / Trailer,0
2018-01,Camper Van / Trailer (Private Use),0
2018-01,Cash Van,0
2018-01,Construction Equipment Vehicle,15
2018-01,Construction Equipment Vehicle (Commercial),0
2018-01,Crane Mounted Vehicle,0
2018-01,Dumper,0
2018-01,E-Rickshaw With Cart (G),183
2018-01,E-Rickshaw(P),8329
2018-01,Earth Moving Equipment,0
2018-01,Educational Institution Bus,0
2018-01,Excavator (Commercial),0
2018-01,Excavator (Nt),0
2018-01,Fire Fighting Vehicle,0
2018-01,Fire Tenders,0
2018-01,Fork Lift,0
2018-01,Goods Carrier,74
2018-01,Harvester,0
2018-01,Hearses,0
2018-01,Luxury Cab,0
2018-01,M-Cycle/Scooter,152
2018-01,M-Cycle/Scooter-With Side Car,1
2018-01,Maxi Cab,0
2018-01,Mobile Canteen,0
2018-01,Mobile Clinic,0
2018-01,Mobile Workshop,0
2018-01,Moped,10
2018-01,Motor Cab,29
2018-01,Motor Car,62
2018-01,Motor Cycle/Scooter-Sidecar(T),0
2018-01,Motor Cycle/Scooter-Used For Hire,0
2018-01,Motorised Cycle (Cc > 25Cc),13
2018-01,Omni Bus,0
2018-01,Omni Bus (Private Use),0
2018-01,Power Tiller (Commercial),0
2018-01,Private Service Vehicle,0
2018-01,Private Service Vehicle (Individual Use),0
2018-01,Recovery Vehicle,0
2018-01,Road Roller,0
2018-01,Snorked Ladders,0
2018-01,Three Wheeler (Goods),12
2018-01,Three Wheeler (Passenger),70
2018-01,Three Wheeler (Personal),8
2018-01,Tow Truck,0
2018-01,Tractor (Commercial),0
2018-01,Tractor-Trolley(Commercial),0
2018-01,Trailer (Agricultural),5
2018-01,Trailer (Commercial),38
2018-01,Trailer For Personal Use,0
2018-01,Tree Trimming Vehicle,0
2018-01,Vehicle Fitted With Compressor,0
2018-01,Vehicle Fitted With Generator,0
2018-01,Vehicle Fitted With Rig,0
2018-01,X-Ray Van,0
2018-02,Adapted Vehicle,0
2018-02,Agricultural Tractor,0
2018-02,Ambulance,0
2018-02,Animal Ambulance,0
2018-02,Articulated Vehicle,0
2018-02,Auxiliary Trailer,0
2018-02,Breakdown Van,0
2018-02,Bulldozer,0
2018-02,Bus,2
2018-02,Camper Van / Trailer,0
2018-02,Camper Van / Trailer (Private Use),0
2018-02,Cash Van,0
2018-02,Construction Equipment Vehicle,6
2018-02,Construction Equipment Vehicle (Commercial),0
2018-02,Crane Mounted Vehicle,0
2018-02,Dumper,0
2018-02,E-Rickshaw With Cart (G),190
2018-02,E-Rickshaw(P),6696
2018-02,Earth Moving Equipment,0
2018-02,Educational Institution Bus,0
2018-02,Excavator (Commercial),0
2018-02,Excavator (Nt),0
2018-02,Fire Fighting Vehicle,0
2018-02,Fire Tenders,0
2018-02,Fork Lift,4
2018-02,Goods Carrier,47
2018-02,Harvester,0
2018-02,Hearses,0
2018-02,Luxury Cab,0
2018-02,M-Cycle/Scooter,141
2018-02,M-Cycle/Scooter-With Side Car,0
2018-02,Maxi Cab,23
2018-02,Mobile Canteen,0
2018-02,Mobile Clinic,0
2018-02,Mobile Workshop,0
2018-02,Moped,11
2018-02,Motor Cab,52
2018-02,Motor Car,103
2018-02,Motor Cycle/Scooter-Sidecar(T),0
2018-02,Motor Cycle/Scooter-Used For Hire,0
2018-02,Motorised Cycle (Cc > 25Cc),4
2018-02,Omni Bus,10
2018-02,Omni Bus (Private Use),0
2018-02,Power Tiller,0
2018-02,Power Tiller (Commercial),0
2018-02,Private Service Vehicle,0
2018-02,Private Service Vehicle (Individual Use),0
2018-02,Recovery Vehicle,0
2018-02,Road Roller,0
2018-02,Snorked Ladders,0
2018-02,Three Wheeler (Goods),8
2018-02,Three Wheeler (Passenger),45
2018-02,Three Wheeler (Personal),2
2018-02,Tow Truck,0
2018-02,Tractor (Commercial),0
2018-02,Tractor-Trolley(Commercial),0
2018-02,Trailer (Agricultural),6
2018-02,Trailer (Commercial),21
2018-02,Trailer For Personal Use,0
2018-02,Vehicle Fitted With Compressor,0
2018-02,Vehicle Fitted With Generator,0
2018-02,Vehicle Fitted With Rig,0
2018-02,X-Ray Van,1
2018-03,Adapted Vehicle,0
2018-03,Agricultural Tractor,0
2018-03,Ambulance,0
2018-03,Animal Ambulance,0
2018-03,Armoured/Specialised Vehicle,0
2018-03,Articulated Vehicle,0
2018-03,Auxiliary Trailer,0
2018-03,Breakdown Van,0
2018-03,Bus,5
2018-03,Camper Van / Trailer,0
2018-03,Camper Van / Trailer (Private Use),0
2018-03,Cash Van,0
2018-03,Construction Equipment Vehicle,17
2018-03,Construction Equipment Vehicle (Commercial),0
2018-03,Crane Mounted Vehicle,0
2018-03,Dumper,0
2018-03,E-Rickshaw With Cart (G),167
2018-03,E-Rickshaw(P),6743
2018-03,Earth Moving Equipment,0
2018-03,Educational Institution Bus,0
2018-03,Excavator (Commercial),0
2018-03,Excavator (Nt),0
2018-03,Fire Fighting Vehicle,0
2018-03,Fire Tenders,0
2018-03,Fork Lift,1
2018-03,Goods Carrier,71
2018-03,Harvester,0
2018-03,Hearses,0
2018-03,Library Van,0
2018-03,Luxury Cab,0
2018-03,M-Cycle/Scooter,403
2018-03,M-Cycle/Scooter-With Side Car,2
2018-03,Maxi Cab,8
2018-03,Mobile Canteen,0
2018-03,Mobile Clinic,0
2018-03,Mobile Workshop,0
2018-03,Moped,42
2018-03,Motor Cab,2
2018-03,Motor Car,83
2018-03,Motor Cycle/Scooter-Sidecar(T),0
2018-03,Motor Cycle/Scooter-Used For Hire,0
2018-03,Motor Cycle/Scooter-With Trailer,0
2018-03,Motorised Cycle (Cc > 25Cc),14
2018-03,Omni Bus,7
2018-03,Omni Bus (Private Use),0
2018-03,Power Tiller (Commercial),0
2018-03,Private Service Vehicle,0
2018-03,Private Service Vehicle (Individual Use),0
2018-03,Recovery Vehicle,0
2018-03,Road Roller,0
2018-03,Snorked Ladders,0
2018-03,Three Wheeler (Goods),11
2018-03,Three Wheeler (Passenger),97
2018-03,Three Wheeler (Personal),6
2018-03,Tow Truck,0
2018-03,Tractor (Commercial),0
2018-03,Tractor-Trolley(Commercial),0
2018-03,Trailer (Agricultural),8
2018-03,Trailer (Commercial),9
2018-03,Trailer For Personal Use,0
2018-03,Vehicle Fitted With Compressor,0
2018-03,Vehicle Fitted With Generator,0
2018-03,Vehicle Fitted With Rig,0
2018-03,X-Ray Van,0
2018-04,Adapted Vehicle,0
2018-04,Agricultural Tractor,1
2018-04,Ambulance,0
2018-04,Animal Ambulance,0
2018-04,Articulated Vehicle,0
2018-04,Auxiliary Trailer,0
2018-04,Breakdown Van,0
2018-04,Bus,0
2018-04,Camper Van / Trailer,0
2018-04,Camper Van / Trailer (Private Use),0
2018-04,Cash Van,0
2018-04,Construction Equipment Vehicle,15
2018-04,Construction Equipment Vehicle (Commercial),0
2018-04,Crane Mounted Vehicle,0
2018-04,Dumper,0
2018-04,E-Rickshaw With Cart (G),248
2018-04,E-Rickshaw(P),6276
2018-04,Earth Moving Equipment,0
2018-04,Educational Institution Bus,0
2018-04,Excavator (Commercial),0
2018-04,Excavator (Nt),0
2018-04,Fire Fighting Vehicle,0
2018-04,Fire Tenders,0
2018-04,Fork Lift,0
2018-04,Goods Carrier,48
2018-04,Harvester,0
2018-04,Hearses,0
2018-04,Luxury Cab,0
2018-04,M-Cycle/Scooter,446
2018-04,M-Cycle/Scooter-With Side Car,0
2018-04,Maxi Cab,0
2018-04,Mobile Canteen,0
2018-04,Mobile Clinic,0
2018-04,Mobile Workshop,0
2018-04,Moped,35
2018-04,Motor Cab,53
2018-04,Motor Car,84
2018-04,Motor Cycle/Scooter-Sidecar(T),0
2018-04,Motor Cycle/Scooter-Used For Hire,2
2018-04,Motorised Cycle (Cc > 25Cc),3
